word	c5	lemma	pos
guides	NN2-VVZ	guide	SUBST
since	PRP	since	PREP
the	AT0	the	ART
foundation	NN1	foundation	SUBST
of	PRF	of	PREP
the	AT0	the	ART
German	AJ0-NN1	german	ADJ
firm	NN1	firm	SUBST
in	PRP	in	PREP
the	AT0	the	ART
first	ORD	first	ADJ
part	NN1	part	SUBST
of	PRF	of	PREP
the	AT0	the	ART
nineteenth	ORD	nineteenth	ADJ
century	NN1	century	SUBST
.	PUN	.	PUN

# sentence 506, Texts/A/A0/A04.xml
Old	AJ0	old	ADJ
copies	NN2	copy	SUBST
are	VBB	be	VERB
now	AV0	now	ADV
collectors	NN2	collector	SUBST
’	PUQ	’	PUQ
items	NN2	item	SUBST
,	PUN	,	PUN
with	PRP	with	PREP
their	DPS	they	PRON
entertaining	AJ0	entertaining	ADJ
instructions	NN2	instruction	SUBST
and	CJC	and	CONJ
hints	NN2-VVZ	hint	SUBST
.	PUN	.	PUN

# sentence 507, Texts/A/A0/A04.xml
In	PRP	in	PREP
1909	CRD	1909	ADJ
:	PUN	:	PUN
‘	PUQ	‘	PUQ
The	AT0	the	ART
unattached	AJ0	unattached	ADJ
cyclist	NN1	cyclist	SUBST
on	PRP	on	PREP
entering	VVG	enter	VERB
Italy	NP0	italy	SUBST
with	PRP	with	PREP
his	DPS	he	PRON
wheel	NN1	wheel	SUBST
must	VM0	must	VERB
deposit	VVI	deposit	VERB
42	CRD	42	ADJ
fr.	NN0	fr.	SUBST
60c.	UNC	60c.	UNC
with	PRP	with	PREP
the	AT0	the	ART
custom-house	AJ0-NN1	custom-house	ADJ
authorities	NN2	authority	SUBST
,	PUN	,	PUN
which	DTQ	which	PRON
sum	NN1-VVB	sum	SUBST
is	VBZ	be	VERB
returned	VVN	return	VERB
to	PRP	to	PREP
him	PNP	he	PRON
(	PUL	(	PUL
though	CJS	though	CONJ
seldom	AV0	seldom	ADV
without	PRP	without	PREP
difficulties	NN2	difficulty	SUBST
)	PUR	)	PUR
when	AVQ-CJS	when	ADV
he	PNP	he	PRON
quits	VVZ	quit	VERB
the	AT0	the	ART
country	NN1	country	SUBST
.	PUN	.	PUN
’	PUQ	’	PUQ

# sentence 508, Texts/A/A0/A04.xml
Baedeker	NP0-NN1	baedeker	SUBST
acquired	VVD	acquire	VERB
a	AT0	a	ART
reputation	NN1	reputation	SUBST
for	PRP	for	PREP
serious	AJ0	serious	ADJ
standards	NN2	standard	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
the	AT0	the	ART
traveller	NN1	traveller	SUBST
who	PNQ	who	PRON
missed	VVD	miss	VERB
a	AT0	a	ART
double-asterisked	AJ0	double-asterisked	ADJ
attraction	NN1	attraction	SUBST
had	VHD	have	VERB
clearly	AV0	clearly	ADV
journeyed	VVN	journey	VERB
in	PRP	in	PREP
vain	AJ0	vain	ADJ
.	PUN	.	PUN

# sentence 509, Texts/A/A0/A04.xml
Baedeker	NN1-NP0	baedeker	SUBST
in	PRP	in	PREP
1909	CRD	1909	ADJ
,	PUN	,	PUN
like	PRP	like	PREP
Reynolds	NP0	reynolds	SUBST
in	PRP	in	PREP
his	DPS	he	PRON
fifth	ORD	fifth	ADJ
discourse	NN1	discourse	SUBST
,	PUN	,	PUN
hesitated	VVD	hesitate	VERB
between	PRP	between	PREP
two	CRD	two	ADJ
great	AJ0	great	ADJ
masters	NN2	master	SUBST
and	CJC	and	CONJ
their	DPS	they	PRON
works	NN0	works	SUBST
.	PUN	.	PUN

# sentence 510, Texts/A/A0/A04.xml
‘	PUQ	‘	PUQ
Whether	CJS	whether	CONJ
the	AT0	the	ART
ceiling	NN1	ceiling	SUBST
of	PRF	of	PREP
the	AT0	the	ART
Sistine	AJ0	sistine	ADJ
Chapel	NN1	chapel	SUBST
or	CJC	or	CONJ
the	AT0	the	ART
Stanze	NN1	stanze	SUBST
of	PRF	of	PREP
Raphael	NP0	raphael	SUBST
should	VM0	should	VERB
be	VBI	be	VERB
regarded	VVN	regard	VERB
as	PRP	as	PREP
the	AT0	the	ART
culminating	AJ0-VVG	culminating	ADJ
effort	NN1	effort	SUBST
of	PRF	of	PREP
modern	AJ0	modern	ADJ
art	NN1	art	SUBST
,	PUN	,	PUN
has	VHZ	have	VERB
long	AV0	long	ADV
been	VBN	be	VERB
the	AT0	the	ART
subject	NN1	subject	SUBST
of	PRF	of	PREP
controversy	NN1	controversy	SUBST
’	PUQ	’	PUQ
;	PUN	;	PUN
but	CJC	but	CONJ
they	PNP	they	PRON
both	DT0	both	ADJ
received	VVD-VVN	receive	VERB
double	AJ0	double	ADJ
asterisks	NN2	asterisk	SUBST
.	PUN	.	PUN

# sentence 511, Texts/A/A0/A04.xml
A	AT0	a	ART
star	NN1-AJ0	star	SUBST
system	NN1	system	SUBST
in	PRP	in	PREP
guide	NN1	guide	SUBST
books	NN2	book	SUBST
is	VBZ	be	VERB
still	AV0	still	ADV
common	AJ0	common	ADJ
practice	NN1	practice	SUBST
today	AV0	today	ADV
.	PUN	.	PUN

# sentence 512, Texts/A/A0/A04.xml
As	PRP	as	PREP
art	NN1	art	SUBST
criticism	NN1	criticism	SUBST
,	PUN	,	PUN
it	PNP	it	PRON
has	VHZ	have	VERB
the	AT0	the	ART
merit	NN1	merit	SUBST
of	PRF	of	PREP
making	VVG	make	VERB
a	AT0	a	ART
judgement	NN1	judgement	SUBST
,	PUN	,	PUN
though	CJS	though	CONJ
description	NN1	description	SUBST
and	CJC	and	CONJ
interpretation	NN1	interpretation	SUBST
may	VM0	may	VERB
be	VBI	be	VERB
meagre	AJ0	meagre	ADJ
.	PUN	.	PUN

# sentence 513, Texts/A/A0/A04.xml
Some	DT0	some	ADJ
rankings	NN2	ranking	SUBST
have	VHB	have	VERB
more	DT0	more	ADJ
than	CJS	than	CONJ
the	AT0	the	ART
approval	NN1	approval	SUBST
of	PRF	of	PREP
the	AT0	the	ART
author	NN1	author	SUBST
of	PRF	of	PREP
a	AT0	a	ART
guide	NN1	guide	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
are	VBB	be	VERB
attested	VVN	attest	VERB
by	PRP	by	PREP
other	AJ0	other	ADJ
authorities	NN2	authority	SUBST
,	PUN	,	PUN
local	AJ0	local	ADJ
or	CJC	or	CONJ
even	AV0	even	ADV
national	AJ0	national	ADJ
.	PUN	.	PUN

# sentence 514, Texts/A/A0/A04.xml
In	PRP	in	PREP
Czechoslovakia	NP0	czechoslovakia	SUBST
works	NN0	works	SUBST
of	PRF	of	PREP
importance	NN1	importance	SUBST
are	VBB	be	VERB
graded	VVN-AJ0	grade	VERB
as	CJS	as	CONJ
national	AJ0	national	ADJ
treasures	NN2	treasure	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
while	CJS	while	CONJ
the	AT0	the	ART
Japanese	AJ0	japanese	ADJ
have	VHB	have	VERB
a	AT0	a	ART
similar	AJ0	similar	ADJ
system	NN1	system	SUBST
,	PUN	,	PUN
they	PNP	they	PRON
also	AV0	also	ADV
rank	VVB	rank	VERB
places	NN2	place	SUBST
.	PUN	.	PUN

# sentence 515, Texts/A/A0/A04.xml
For	PRP	for	PREP
example	NN1	example	SUBST
,	PUN	,	PUN
the	AT0	the	ART
shrine	NN1	shrine	SUBST
of	PRF	of	PREP
Miyajima	NP0	miyajima	SUBST
,	PUN	,	PUN
a	AT0	a	ART
temple	NN1	temple	SUBST
approached	VVN	approach	VERB
by	PRP	by	PREP
water	NN1	water	SUBST
through	PRP	through	PREP
a	AT0	a	ART
famous	AJ0	famous	ADJ
red	AJ0-NN1	red	ADJ
gateway	NN1	gateway	SUBST
,	PUN	,	PUN
ranks	NN2-VVZ	rank	SUBST
number	NN1-VVB	number	SUBST
three	CRD	three	ADJ
in	PRP	in	PREP
Japan	NP0	japan	SUBST
.	PUN	.	PUN

# sentence 516, Texts/A/A0/A04.xml
More	AV0	more	ADV
informal	AJ0	informal	ADJ
guidance	NN1	guidance	SUBST
can	VM0	can	VERB
be	VBI	be	VERB
found	VVN	find	VERB
in	PRP	in	PREP
books	NN2	book	SUBST
with	PRP	with	PREP
a	AT0	a	ART
personal	AJ0	personal	ADJ
approach	NN1	approach	SUBST
,	PUN	,	PUN
in	PRP	in	PREP
which	DTQ	which	PRON
class	VVB-NN1	class	VERB
the	AT0	the	ART
Companion	NN1	companion	SUBST
Guide	NN1-VVB	guide	SUBST
to	PRP	to	PREP
Rome	NP0	rome	SUBST
by	PRP	by	PREP
Georgina	NP0	georgina	SUBST
Masson	NP0	masson	SUBST
is	VBZ	be	VERB
exemplary	AJ0	exemplary	ADJ
(	PUL	(	PUL
first	ORD	first	ADJ
published	VVN	publish	VERB
in	PRP	in	PREP
1965	CRD	1965	ADJ
)	PUR	)	PUR
.	PUN	.	PUN

# sentence 517, Texts/A/A0/A04.xml
There	EX0	there	PRON
is	VBZ	be	VERB
adequate	AJ0	adequate	ADJ
historical	AJ0	historical	ADJ
data	NN0	data	SUBST
about	PRP	about	PREP
the	AT0	the	ART
Sistine	AJ0	sistine	ADJ
Chapel	NN1	chapel	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
there	EX0	there	PRON
is	VBZ	be	VERB
also	AV0	also	ADV
a	AT0	a	ART
personal	AJ0	personal	ADJ
response	NN1	response	SUBST
:	PUN	:	PUN

# sentence 518, Texts/A/A0/A04.xml
More	AV0	more	ADV
,	PUN	,	PUN
probably	AV0	probably	ADV
,	PUN	,	PUN
has	VHZ	have	VERB
been	VBN	be	VERB
written	VVN	write	VERB
about	PRP	about	PREP
this	DT0	this	ADJ
great	AJ0	great	ADJ
hall-like	AJ0	hall-like	ADJ
chapel	NN1	chapel	SUBST
than	CJS	than	CONJ
any	DT0	any	ADJ
other	AJ0	other	ADJ
building	NN1	building	SUBST
in	PRP	in	PREP
the	AT0	the	ART
world	NN1	world	SUBST
;	PUN	;	PUN
but	CJC	but	CONJ
in	PRP	in	PREP
fact	NN1	fact	SUBST
no	AT0	no	ART
description	NN1	description	SUBST
,	PUN	,	PUN
picture	NN1-VVB	picture	SUBST
or	CJC	or	CONJ
photograph	NN1	photograph	SUBST
conveys	VVZ	convey	VERB
the	AT0	the	ART
impact	NN1	impact	SUBST
which	DTQ	which	PRON
it	PNP	it	PRON
makes	VVZ	make	VERB
.	PUN	.	PUN

# sentence 519, Texts/A/A0/A04.xml
Perhaps	AV0	perhaps	ADV
the	AT0	the	ART
first	ORD	first	ADJ
,	PUN	,	PUN
and	CJC	and	CONJ
in	PRP	in	PREP
the	AT0	the	ART
end	NN1-VVB	end	SUBST
the	AT0	the	ART
most	AV0	most	ADV
lasting	AJ0	lasting	ADJ
,	PUN	,	PUN
impression	NN1	impression	SUBST
that	CJT	that	CONJ
one	PNI	one	PRON
carries	VVZ	carry	VERB
away	AV0	away	ADV
,	PUN	,	PUN
is	VBZ	be	VERB
of	PRF	of	PREP
the	AT0	the	ART
contrast	NN1	contrast	SUBST
between	PRP	between	PREP
the	AT0	the	ART
golden-cream	NN1-AJ0	golden-cream	SUBST
light	NN1	light	SUBST
and	CJC	and	CONJ
space	NN1	space	SUBST
and	CJC	and	CONJ
the	AT0	the	ART
exquisite	AJ0	exquisite	ADJ
feeling	NN1	feeling	SUBST
of	PRF	of	PREP
harmony	NN1	harmony	SUBST
engendered	VVN	engender	VERB
by	PRP	by	PREP
the	AT0	the	ART
ceiling	NN1	ceiling	SUBST
as	CJS	as	CONJ
opposed	VVN	oppose	VERB
to	PRP	to	PREP
the	AT0	the	ART
deep	AJ0	deep	ADJ
blue	AJ0	blue	ADJ
darkness	NN1	darkness	SUBST
and	CJC	and	CONJ
turmoil	NN1	turmoil	SUBST
of	PRF	of	PREP
the	AT0	the	ART
‘	PUQ	‘	PUQ
Last	ORD	last	ADJ
Judgment	NN1	judgment	SUBST
’	PUQ	’	PUQ
.	PUN	.	PUN

# sentence 520, Texts/A/A0/A04.xml
Georgina	NP0	georgina	SUBST
Masson	NP0	masson	SUBST
's	POS	's	UNC
special	AJ0	special	ADJ
gift	NN1	gift	SUBST
was	VBD	be	VERB
her	DPS	she	PRON
ability	NN1	ability	SUBST
to	TO0	to	PREP
disentangle	VVI	disentangle	VERB
and	CJC	and	CONJ
evoke	VVI	evoke	VERB
in	PRP	in	PREP
Rome	NP0	rome	SUBST
three	CRD	three	ADJ
different	AJ0	different	ADJ
cities	NN2	city	SUBST
,	PUN	,	PUN
of	PRF	of	PREP
Classical	AJ0	classical	ADJ
Antiquity	NN1	antiquity	SUBST
,	PUN	,	PUN
of	PRF	of	PREP
the	AT0	the	ART
Renaissance	NN1	renaissance	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
of	PRF	of	PREP
the	AT0	the	ART
Baroque	NN1	baroque	SUBST
.	PUN	.	PUN

# sentence 521, Texts/A/A0/A04.xml
Not	XX0	not	ADV
every	AT0	every	ART
city	NN1	city	SUBST
would	VM0	would	VERB
be	VBI	be	VERB
suited	VVN	suit	VERB
to	PRP	to	PREP
this	DT0	this	ADJ
approach	NN1	approach	SUBST
,	PUN	,	PUN
it	PNP	it	PRON
must	VM0	must	VERB
be	VBI	be	VERB
admitted	VVN	admit	VERB
.	PUN	.	PUN

# sentence 522, Texts/A/A0/A04.xml
In	PRP	in	PREP
Rome	NP0	rome	SUBST
a	AT0	a	ART
visitor	NN1	visitor	SUBST
can	VM0	can	VERB
stand	VVI	stand	VERB
in	PRP	in	PREP
front	NN1	front	SUBST
of	PRF	of	PREP
a	AT0	a	ART
Baroque	NN1	baroque	SUBST
church	NN1	church	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
a	AT0	a	ART
few	DT0	few	ADJ
minutes	NN2	minute	SUBST
later	AV0	later	ADV
,	PUN	,	PUN
having	VHG	have	VERB
walked	VVN	walk	VERB
only	AV0	only	ADV
a	AT0	a	ART
short	AJ0	short	ADJ
distance	NN1	distance	SUBST
,	PUN	,	PUN
may	VM0	may	VERB
have	VHI	have	VERB
plunged	VVN	plunge	VERB
back	AVP	back	ADV
in	PRP	in	PREP
time	NN1	time	SUBST
to	PRP	to	PREP
Antiquity	NN1	antiquity	SUBST
.	PUN	.	PUN

# sentence 523, Texts/A/A0/A04.xml
This	DT0	this	ADJ
is	VBZ	be	VERB
not	XX0	not	ADV
true	AJ0	true	ADJ
in	PRP	in	PREP
Philadelphia	NP0	philadelphia	SUBST
,	PUN	,	PUN
where	AVQ	where	ADV
a	AT0	a	ART
new	AJ0	new	ADJ
city	NN1	city	SUBST
decisively	AV0	decisively	ADV
overwhelms	VVZ	overwhelm	VERB
the	AT0	the	ART
old	AJ0	old	ADJ
.	PUN	.	PUN

# sentence 524, Texts/A/A0/A04.xml
The	AT0	the	ART
Liberty	NN1	liberty	SUBST
Bell	NP0-NN1	bell	SUBST
and	CJC	and	CONJ
the	AT0	the	ART
Court	NN1	court	SUBST
House	NN1	house	SUBST
are	VBB	be	VERB
attractions	NN2	attraction	SUBST
which	DTQ	which	PRON
repay	VVB	repay	VERB
attention	NN1	attention	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
have	VHB	have	VERB
far	AV0	far	ADV
less	DT0	less	ADJ
power	NN1	power	SUBST
of	PRF	of	PREP
historical	AJ0	historical	ADJ
recall	NN1	recall	SUBST
.	PUN	.	PUN

# sentence 525, Texts/A/A0/A04.xml
Guide	NN1	guide	SUBST
books	NN2	book	SUBST
are	VBB	be	VERB
arranged	VVN	arrange	VERB
to	TO0	to	PREP
suit	VVI	suit	VERB
the	AT0	the	ART
convenience	NN1	convenience	SUBST
of	PRF	of	PREP
the	AT0	the	ART
traveller	NN1	traveller	SUBST
,	PUN	,	PUN
for	PRP	for	PREP
whom	PNQ	whom	PRON
routes	NN2	route	SUBST
round	PRP-AVP	round	PREP
a	AT0	a	ART
city	NN1	city	SUBST
or	CJC	or	CONJ
a	AT0	a	ART
site	NN1	site	SUBST
are	VBB	be	VERB
often	AV0	often	ADV
suggested	VVN	suggest	VERB
.	PUN	.	PUN

# sentence 526, Texts/A/A0/A04.xml
In	PRP	in	PREP
an	AT0	an	ART
art	NN1	art	SUBST
museum	NN1	museum	SUBST
,	PUN	,	PUN
the	AT0	the	ART
works	NN0	works	SUBST
may	VM0	may	VERB
be	VBI	be	VERB
described	VVN	describe	VERB
from	PRP	from	PREP
room	NN1	room	SUBST
to	PRP	to	PREP
room	NN1	room	SUBST
,	PUN	,	PUN
whether	CJS	whether	CONJ
in	PRP	in	PREP
a	AT0	a	ART
book	NN1	book	SUBST
or	CJC	or	CONJ
on	PRP	on	PREP
a	AT0	a	ART
sound	NN1-AJ0	sound	SUBST
guide	NN1-VVB	guide	SUBST
.	PUN	.	PUN

# sentence 527, Texts/A/A0/A04.xml
A	AT0	a	ART
sound	NN1-AJ0	sound	SUBST
guide	NN1	guide	SUBST
has	VHZ	have	VERB
an	AT0	an	ART
edge	NN1	edge	SUBST
over	PRP	over	PREP
the	AT0	the	ART
printed	AJ0	printed	ADJ
page	NN1	page	SUBST
,	PUN	,	PUN
since	CJS	since	CONJ
the	AT0	the	ART
listener	NN1	listener	SUBST
is	VBZ	be	VERB
looking	VVG	look	VERB
at	PRP	at	PREP
what	DTQ	what	PRON
is	VBZ	be	VERB
being	VBG	be	VERB
described	VVN	describe	VERB
,	PUN	,	PUN
interpreted	VVN-VVD	interpret	VERB
and	CJC	and	CONJ
judged	VVD	judge	VERB
.	PUN	.	PUN

# sentence 528, Texts/A/A0/A04.xml
However	AV0	however	ADV
,	PUN	,	PUN
the	AT0	the	ART
limitation	NN1	limitation	SUBST
of	PRF	of	PREP
the	AT0	the	ART
sound	NN1-AJ0	sound	SUBST
guide	NN1	guide	SUBST
is	VBZ	be	VERB
equally	AV0	equally	ADV
evident	AJ0	evident	ADJ
:	PUN	:	PUN
only	AV0	only	ADV
a	AT0	a	ART
small	AJ0	small	ADJ
number	NN1	number	SUBST
of	PRF	of	PREP
works	NN0	works	SUBST
can	VM0	can	VERB
be	VBI	be	VERB
given	VVN	give	VERB
such	DT0	such	ADJ
exceptional	AJ0	exceptional	ADJ
treatment	NN1	treatment	SUBST
.	PUN	.	PUN

# sentence 529, Texts/A/A0/A04.xml
GEOGRAPHICAL	AJ0	geographical	ADJ
SURVEYS	NN2	survey	SUBST

# sentence 530, Texts/A/A0/A04.xml
The	AT0	the	ART
tourist	NN1	tourist	SUBST
may	VM0	may	VERB
find	VVI	find	VERB
guide	NN1	guide	SUBST
books	NN2	book	SUBST
excellent	AJ0	excellent	ADJ
value	NN1	value	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
an	AT0	an	ART
armchair	NN1	armchair	SUBST
traveller	NN1	traveller	SUBST
may	VM0	may	VERB
be	VBI	be	VERB
better	AV0	well	ADV
served	VVN	serve	VERB
in	PRP	in	PREP
other	AJ0	other	ADJ
ways	NN2	way	SUBST
.	PUN	.	PUN

# sentence 531, Texts/A/A0/A04.xml
A	AT0	a	ART
favourite	AJ0	favourite	ADJ
choice	NN1	choice	SUBST
is	VBZ	be	VERB
a	AT0	a	ART
book	NN1	book	SUBST
selected	VVN	select	VERB
on	PRP	on	PREP
geographical	AJ0	geographical	ADJ
lines	NN2	line	SUBST
,	PUN	,	PUN
say	VVB	say	VERB
on	PRP	on	PREP
Egypt	NP0	egypt	SUBST
,	PUN	,	PUN
Mexico	NP0	mexico	SUBST
,	PUN	,	PUN
or	CJC	or	CONJ
China	NP0	china	SUBST
,	PUN	,	PUN
to	TO0	to	PREP
mention	VVI	mention	VERB
three	CRD	three	ADJ
civilisations	NN2	civilisation	SUBST
;	PUN	;	PUN
France	NP0	france	SUBST
,	PUN	,	PUN
Australia	NP0	australia	SUBST
,	PUN	,	PUN
or	CJC	or	CONJ
Brazil	NP0	brazil	SUBST
,	PUN	,	PUN
to	TO0	to	PREP
take	VVI	take	VERB
three	CRD	three	ADJ
nations	NN2	nation	SUBST
;	PUN	;	PUN
and	CJC	and	CONJ
Norwich	NP0	norwich	SUBST
,	PUN	,	PUN
the	AT0	the	ART
Hudson	NP0	hudson	SUBST
River	NP0	river	SUBST
,	PUN	,	PUN
or	CJC	or	CONJ
Tuscany	NP0	tuscany	SUBST
to	TO0	to	PREP
name	VVI	name	VERB
three	CRD	three	ADJ
areas	NN2	area	SUBST
.	PUN	.	PUN

# sentence 532, Texts/A/A0/A04.xml
Books	NN2	book	SUBST
on	PRP	on	PREP
any	DT0	any	ADJ
of	PRF	of	PREP
these	DT0	these	ADJ
topics	NN2	topic	SUBST
are	VBB	be	VERB
likely	AJ0	likely	ADJ
to	TO0	to	PREP
have	VHI	have	VERB
a	AT0	a	ART
chronological	AJ0	chronological	ADJ
framework	NN1	framework	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
the	AT0	the	ART
first	ORD	first	ADJ
principle	NN1	principle	SUBST
of	PRF	of	PREP
selection	NN1	selection	SUBST
is	VBZ	be	VERB
place	NN1	place	SUBST
.	PUN	.	PUN

# sentence 533, Texts/A/A0/A04.xml
The	AT0	the	ART
art	NN1	art	SUBST
discussed	VVN	discuss	VERB
may	VM0	may	VERB
still	AV0	still	ADV
be	VBI	be	VERB
in	UNC	in	UNC
situ	UNC	situ	UNC
,	PUN	,	PUN
or	CJC	or	CONJ
at	PRP	at	PREP
least	AV0	least	ADV
in	PRP	in	PREP
the	AT0	the	ART
country	NN1	country	SUBST
of	PRF	of	PREP
its	DPS	it	PRON
origin	NN1	origin	SUBST
;	PUN	;	PUN
hence	AV0	hence	ADV
the	AT0	the	ART
immense	AJ0	immense	ADJ
attraction	NN1	attraction	SUBST
of	PRF	of	PREP
travel	NN1	travel	SUBST
to	PRP	to	PREP
the	AT0	the	ART
sites	NN2	site	SUBST
of	PRF	of	PREP
great	AJ0	great	ADJ
civilisations	NN2	civilisation	SUBST
such	DT0	such	ADJ
as	PRP	as	PREP
Egypt	NP0	egypt	SUBST
or	CJC	or	CONJ
Mexico	NP0	mexico	SUBST
.	PUN	.	PUN

# sentence 534, Texts/A/A0/A04.xml
Surveys	NN2	survey	SUBST
of	PRF	of	PREP
art	NN1	art	SUBST
on	PRP	on	PREP
geographical	AJ0	geographical	ADJ
lines	NN2	line	SUBST
are	VBB	be	VERB
a	AT0	a	ART
commonplace	NN1-AJ0	commonplace	SUBST
of	PRF	of	PREP
policy	NN1	policy	SUBST
for	PRP	for	PREP
publishers	NN2	publisher	SUBST
.	PUN	.	PUN

# sentence 535, Texts/A/A0/A04.xml
Among	PRP	among	PREP
recent	AJ0	recent	ADJ
successes	NN2	success	SUBST
is	VBZ	be	VERB
the	AT0	the	ART
notable	AJ0	notable	ADJ
pelican	NN1	pelican	SUBST
series	NN0	series	SUBST
,	PUN	,	PUN
whose	DTQ	whose	PRON
titles	NN2	title	SUBST
are	VBB	be	VERB
varied	VVN	vary	VERB
between	PRP	between	PREP
civilisations	NN2	civilisation	SUBST
(	PUL	(	PUL
say	VVB	say	VERB
,	PUN	,	PUN
Japan	NP0	japan	SUBST
)	PUR	)	PUR
,	PUN	,	PUN
countries	NN2	country	SUBST
(	PUL	(	PUL
say	VVB	say	VERB
,	PUN	,	PUN
France	NP0	france	SUBST
,	PUN	,	PUN
1500	CRD	1500	ADJ
—	PUN	—	PUN
1700	CRD	1700	ADJ
)	PUR	)	PUR
,	PUN	,	PUN
and	CJC	and	CONJ
international	AJ0	international	ADJ
themes	NN2	theme	SUBST
(	PUL	(	PUL
Ars	NP0	ars	SUBST
Sacra	NP0	sacra	SUBST
,	PUN	,	PUN
about	PRP	about	PREP
medieval	AJ0	medieval	ADJ
Christendom	NN1	christendom	SUBST
)	PUR	)	PUR
.	PUN	.	PUN

# sentence 536, Texts/A/A0/A04.xml
The	AT0	the	ART
art	NN1	art	SUBST
criticism	NN1	criticism	SUBST
in	PRP	in	PREP
such	DT0	such	ADJ
books	NN2	book	SUBST
generally	AV0	generally	ADV
has	VHZ	have	VERB
a	AT0	a	ART
slant	NN1	slant	SUBST
,	PUN	,	PUN
questioning	VVG	question	VERB
whether	CJS	whether	CONJ
the	AT0	the	ART
country	NN1	country	SUBST
or	CJC	or	CONJ
places	NN2	place	SUBST
have	VHB	have	VERB
had	VHN	have	VERB
a	AT0	a	ART
determining	AJ0	determining	ADJ
influence	NN1	influence	SUBST
on	PRP	on	PREP
art	NN1	art	SUBST
.	PUN	.	PUN

# sentence 537, Texts/A/A0/A04.xml
Robert	NP0	robert	SUBST
Paine	NP0	paine	SUBST
,	PUN	,	PUN
writing	VVG	write	VERB
in	PRP	in	PREP
the	AT0	the	ART
Pelican	NN1	pelican	SUBST
volume	NN1	volume	SUBST
on	PRP	on	PREP
Japan	NP0	japan	SUBST
,	PUN	,	PUN
had	VHD	have	VERB
an	AT0	an	ART
answer	NN1	answer	SUBST
:	PUN	:	PUN

# sentence 538, Texts/A/A0/A04.xml
There	EX0	there	PRON
can	VM0	can	VERB
be	VBI	be	VERB
no	AT0	no	ART
doubt	NN1	doubt	SUBST
that	CJT	that	CONJ
the	AT0	the	ART
climate	NN1	climate	SUBST
of	PRF	of	PREP
Japan	NP0	japan	SUBST
imposed	VVD	impose	VERB
on	PRP-AVP	on	PREP
her	DPS	she	PRON
artists	NN2	artist	SUBST
a	AT0	a	ART
different	AJ0	different	ADJ
attitude	NN1	attitude	SUBST
towards	PRP	towards	PREP
art	NN1	art	SUBST
problems	NN2	problem	SUBST
.	PUN	.	PUN

# sentence 539, Texts/A/A0/A04.xml
The	AT0	the	ART
city	NN1	city	SUBST
of	PRF	of	PREP
Kyoto	NP0	kyoto	SUBST
,	PUN	,	PUN
the	AT0	the	ART
imperial	AJ0	imperial	ADJ
capital	NN1	capital	SUBST
,	PUN	,	PUN
lies	NN2	lie	SUBST
surrounded	VVN	surround	VERB
by	PRP	by	PREP
hills	NN2	hill	SUBST
and	CJC	and	CONJ
is	VBZ	be	VERB
frequently	AV0	frequently	ADV
bathed	VVN	bathe	VERB
in	PRP	in	PREP
mists	NN2	mist	SUBST
.	PUN	.	PUN

# sentence 540, Texts/A/A0/A04.xml
The	AT0	the	ART
visibility	NN1	visibility	SUBST
,	PUN	,	PUN
lower	AJC	low	ADJ
than	CJS	than	CONJ
that	DT0	that	ADJ
of	PRF	of	PREP
the	AT0	the	ART
drier	AJC	dry	ADJ
climate	NN1	climate	SUBST
of	PRF	of	PREP
many	DT0	many	ADJ
parts	NN2	part	SUBST
of	PRF	of	PREP
China	NP0	china	SUBST
,	PUN	,	PUN
has	VHZ	have	VERB
caused	VVN	cause	VERB
the	AT0	the	ART
artist	NN1	artist	SUBST
in	PRP	in	PREP
Japan	NP0	japan	SUBST
to	TO0	to	PREP
be	VBI	be	VERB
more	AV0	more	ADV
concerned	AJ0	concerned	ADJ
with	PRP	with	PREP
the	AT0	the	ART
strength	NN1	strength	SUBST
of	PRF	of	PREP
outline	NN1	outline	SUBST
than	CJS	than	CONJ
with	PRP	with	PREP
the	AT0	the	ART
subtleties	NN2	subtlety	SUBST
of	PRF	of	PREP
depth	NN1	depth	SUBST
sought	VVN-VVD	seek	VERB
for	PRP	for	PREP
by	PRP	by	PREP
his	DPS	he	PRON
Chinese	AJ0	chinese	ADJ
neighbour	NN1	neighbour	SUBST
.	PUN	.	PUN

# sentence 541, Texts/A/A0/A04.xml
The	AT0	the	ART
decorative	AJ0	decorative	ADJ
flatness	NN1	flatness	SUBST
and	CJC	and	CONJ
the	AT0	the	ART
higher	AJC	high	ADJ
colour	NN1	colour	SUBST
of	PRF	of	PREP
Japanese	AJ0	japanese	ADJ
art	NN1	art	SUBST
also	AV0	also	ADV
follow	VVB	follow	VERB
as	PRP	as	PREP
products	NN2	product	SUBST
of	PRF	of	PREP
the	AT0	the	ART
same	DT0	same	ADJ
climatic	AJ0	climatic	ADJ
